Cod. Reg;Regione / Region;Cod. Prov.;Provincia / Province;Comune / Municipality;Cod. Istat;flag;Arrivi / Arrivals;;;;;;;;;;Presenze / Nights spent;;;;;;;;
;;;;;;;"Totale esercizi / 
Total accomm. establishments";;;"Esercizi alberghieri / 
Hotels and similar establishments";;;"Esercizi extra-alberghieri/ 
Other accomm. establishments";;;;"Totale esercizi / 
Total accomm. establishments";;;"Esercizi alberghieri / 
Hotels and similar establishments";;;"Esercizi extra-alberghieri/ 
Other accomm. establishments";;
;;;;;;;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals
 080 ;EMILIA-ROMAGNA;034;PARMA;Varsi;034046;; 588 ; 117 ; 705 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.159 ; 533 ; 2.692 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;034;PARMA;Sissa Trecasali;034049;; 1.426 ; 111 ; 1.537 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 5.915 ; 187 ; 6.102 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;034;PARMA;Polesine Zibello;034050;(b); 1.026 ; 766 ; 1.792 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.854 ; 1.117 ; 2.971 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;034;PARMA;Altri comuni della Provincia di PARMA; ;; 840 ; 345 ; 1.185 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.094 ; 727 ; 2.821 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;034;PARMA;; ;; 428.253 ; 239.215 ; 667.468 ; 370.031 ; 206.783 ; 576.814 ; 58.222 ; 32.432 ; 90.654 ;; 1.190.594 ; 530.630 ; 1.721.224 ; 891.065 ; 426.047 ; 1.317.112 ; 299.529 ; 104.583 ; 404.112 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Albinea;035001;; 472 ; 177 ; 649 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 620 ; 448 ; 1.068 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Bagnolo in Piano;035002;; 2.098 ; 530 ; 2.628 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 11.014 ; 3.513 ; 14.527 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Baiso;035003;; 159 ; 273 ; 432 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 330 ; 1.316 ; 1.646 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Brescello;035006;; 4.243 ; 3.672 ; 7.915 ; 4.174 ; 3.588 ; 7.762 ; 69 ; 84 ; 153 ;; 8.643 ; 15.186 ; 23.829 ; 8.537 ; 15.095 ; 23.632 ; 106 ; 91 ; 197 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Cadelbosco di Sopra;035008;; 993 ; 34 ; 1.027 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.649 ; 82 ; 4.731 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Carpineti;035011;; 615 ; 49 ; 664 ; 556 ; 20 ; 576 ; 59 ; 29 ; 88 ;; 1.876 ; 121 ; 1.997 ; 1.788 ; 64 ; 1.852 ; 88 ; 57 ; 145 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Casalgrande;035012;; 5.673 ; 3.020 ; 8.693 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 9.179 ; 5.657 ; 14.836 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Casina;035013;; 812 ; 78 ; 890 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 6.260 ; 203 ; 6.463 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Castellarano;035014;(a); 401 ; 89 ; 490 ; 182 ; 25 ; 207 ; 219 ; 64 ; 283 ;; 1.126 ; 343 ; 1.469 ; 366 ; 37 ; 403 ; 760 ; 306 ; 1.066 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Castelnovo ne' Monti;035016;; 3.251 ; 415 ; 3.666 ; 2.863 ; 386 ; 3.249 ; 388 ; 29 ; 417 ;; 7.728 ; 941 ; 8.669 ; 7.062 ; 906 ; 7.968 ; 666 ; 35 ; 701 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Cavriago;035017;(a); 1.927 ; 350 ; 2.277 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 5.468 ; 1.424 ; 6.892 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Canossa;035018;; 332 ; 59 ; 391 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 899 ; 120 ; 1.019 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Correggio;035020;; 13.135 ; 6.221 ; 19.356 ; 12.205 ; 6.032 ; 18.237 ; 930 ; 189 ; 1.119 ;; 26.873 ; 14.600 ; 41.473 ; 20.720 ; 10.870 ; 31.590 ; 6.153 ; 3.730 ; 9.883 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Gattatico;035022;; 610 ; 70 ; 680 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.436 ; 191 ; 1.627 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Guastalla;035024;(a); 2.074 ; 846 ; 2.920 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.817 ; 2.909 ; 7.726 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Luzzara;035026;(a); 816 ; 491 ; 1.307 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.849 ; 1.167 ; 3.016 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Novellara;035028;; 1.206 ; 150 ; 1.356 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.295 ; 288 ; 2.583 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Poviglio;035029;; 2.124 ; 368 ; 2.492 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.759 ; 739 ; 5.498 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Quattro Castella;035030;; 1.035 ; 154 ; 1.189 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.253 ; 284 ; 3.537 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Reggiolo;035032;; 4.128 ; 1.656 ; 5.784 ; 4.026 ; 1.648 ; 5.674 ; 102 ; 8 ; 110 ;; 9.466 ; 3.119 ; 12.585 ; 8.413 ; 3.088 ; 11.501 ; 1.053 ; 31 ; 1.084 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Reggio nell'Emilia;035033;; 129.547 ; 49.653 ; 179.200 ; 120.508 ; 46.688 ; 167.196 ; 9.039 ; 2.965 ; 12.004 ;; 225.183 ; 111.437 ; 336.620 ; 199.618 ; 96.576 ; 296.194 ; 25.565 ; 14.861 ; 40.426 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Rolo;035035;; 787 ; 154 ; 941 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.872 ; 620 ; 2.492 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Rubiera;035036;; 16.510 ; 4.733 ; 21.243 ; 16.442 ; 4.732 ; 21.174 ; 68 ; 1 ; 69 ;; 30.106 ; 8.603 ; 38.709 ; 29.800 ; 8.599 ; 38.399 ; 306 ; 4 ; 310 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;San Polo d'Enza;035038;; 1.303 ; 219 ; 1.522 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.462 ; 435 ; 3.897 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Scandiano;035040;; 5.062 ; 2.706 ; 7.768 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 8.662 ; 5.906 ; 14.568 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Vezzano sul Crostolo;035043;; 1.160 ; 206 ; 1.366 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.497 ; 566 ; 2.063 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Viano;035044;; 553 ; 396 ; 949 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 977 ; 674 ; 1.651 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Villa Minozzo;035045;; 3.020 ; 291 ; 3.311 ; 1.075 ; 46 ; 1.121 ; 1.945 ; 245 ; 2.190 ;; 10.285 ; 612 ; 10.897 ; 2.039 ; 139 ; 2.178 ; 8.246 ; 473 ; 8.719 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Ventasso;035046;(b); 15.457 ; 1.544 ; 17.001 ; 4.689 ; 155 ; 4.844 ; 10.768 ; 1.389 ; 12.157 ;; 61.179 ; 4.892 ; 66.071 ; 13.748 ; 1.662 ; 15.410 ; 47.431 ; 3.230 ; 50.661 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;Altri comuni della Provincia di REGGIO NELL'EMILIA; ;; 13.137 ; 6.641 ; 19.778 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 21.324 ; 11.356 ; 32.680 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;035;REGGIO NELL'EMILIA;; ;; 232.640 ; 85.245 ; 317.885 ; 199.359 ; 77.661 ; 277.020 ; 33.281 ; 7.584 ; 40.865 ;; 477.087 ; 197.752 ; 674.839 ; 362.853 ; 166.291 ; 529.144 ; 114.234 ; 31.461 ; 145.695 
 080 ;EMILIA-ROMAGNA;036;MODENA;Campogalliano;036003;; 17.166 ; 7.556 ; 24.722 ; 17.128 ; 7.543 ; 24.671 ; 38 ; 13 ; 51 ;; 45.401 ; 16.326 ; 61.727 ; 43.416 ; 16.109 ; 59.525 ; 1.985 ; 217 ; 2.202 
 080 ;EMILIA-ROMAGNA;036;MODENA;Carpi;036005;; 25.278 ; 11.736 ; 37.014 ; 23.378 ; 11.424 ; 34.802 ; 1.900 ; 312 ; 2.212 ;; 61.908 ; 29.145 ; 91.053 ; 53.508 ; 28.141 ; 81.649 ; 8.400 ; 1.004 ; 9.404 
 080 ;EMILIA-ROMAGNA;036;MODENA;Castelfranco Emilia;036006;; 4.081 ; 1.532 ; 5.613 ; 3.346 ; 1.376 ; 4.722 ; 735 ; 156 ; 891 ;; 8.371 ; 4.273 ; 12.644 ; 6.433 ; 3.854 ; 10.287 ; 1.938 ; 419 ; 2.357 
 080 ;EMILIA-ROMAGNA;036;MODENA;Castelnuovo Rangone;036007;; 449 ; 20 ; 469 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.769 ; 825 ; 5.594 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Castelvetro di Modena;036008;; 15.386 ; 6.640 ; 22.026 ; 13.873 ; 4.797 ; 18.670 ; 1.513 ; 1.843 ; 3.356 ;; 25.816 ; 12.760 ; 38.576 ; 23.593 ; 9.018 ; 32.611 ; 2.223 ; 3.742 ; 5.965 
 080 ;EMILIA-ROMAGNA;036;MODENA;Fanano;036011;; 9.346 ; 148 ; 9.494 ; 6.396 ; 129 ; 6.525 ; 2.950 ; 19 ; 2.969 ;; 25.805 ; 477 ; 26.282 ; 17.669 ; 401 ; 18.070 ; 8.136 ; 76 ; 8.212 
 080 ;EMILIA-ROMAGNA;036;MODENA;Finale Emilia;036012;; 2.643 ; 497 ; 3.140 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 10.845 ; 2.462 ; 13.307 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Fiorano Modenese;036013;; 9.077 ; 5.199 ; 14.276 ; 8.732 ; 5.166 ; 13.898 ; 345 ; 33 ; 378 ;; 16.562 ; 13.192 ; 29.754 ; 12.881 ; 13.105 ; 25.986 ; 3.681 ; 87 ; 3.768 
 080 ;EMILIA-ROMAGNA;036;MODENA;Fiumalbo;036014;; 7.620 ; 373 ; 7.993 ; 6.979 ; 314 ; 7.293 ; 641 ; 59 ; 700 ;; 17.253 ; 830 ; 18.083 ; 15.764 ; 691 ; 16.455 ; 1.489 ; 139 ; 1.628 
 080 ;EMILIA-ROMAGNA;036;MODENA;Formigine;036015;; 37.886 ; 14.649 ; 52.535 ; 37.124 ; 14.628 ; 51.752 ; 762 ; 21 ; 783 ;; 97.268 ; 37.512 ; 134.780 ; 95.441 ; 37.393 ; 132.834 ; 1.827 ; 119 ; 1.946 
 080 ;EMILIA-ROMAGNA;036;MODENA;Frassinoro;036016;(a); 1.952 ; 94 ; 2.046 ; 325 ; 56 ; 381 ; 1.627 ; 38 ; 1.665 ;; 9.077 ; 167 ; 9.244 ; 695 ; 116 ; 811 ; 8.382 ; 51 ; 8.433 
 080 ;EMILIA-ROMAGNA;036;MODENA;Lama Mocogno;036018;; 2.475 ; 30 ; 2.505 ; 1.502 ; 20 ; 1.522 ; 973 ; 10 ; 983 ;; 7.392 ; 48 ; 7.440 ; 3.455 ; 38 ; 3.493 ; 3.937 ; 10 ; 3.947 
 080 ;EMILIA-ROMAGNA;036;MODENA;Maranello;036019;; 21.583 ; 28.734 ; 50.317 ; 20.692 ; 27.841 ; 48.533 ; 891 ; 893 ; 1.784 ;; 64.682 ; 66.763 ; 131.445 ; 62.741 ; 64.642 ; 127.383 ; 1.941 ; 2.121 ; 4.062 
 080 ;EMILIA-ROMAGNA;036;MODENA;Medolla;036021;; 3.913 ; 2.399 ; 6.312 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 7.231 ; 5.622 ; 12.853 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Mirandola;036022;; 4.869 ; 1.094 ; 5.963 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 9.271 ; 2.458 ; 11.729 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Modena;036023;; 161.899 ; 85.856 ; 247.755 ; 144.726 ; 72.045 ; 216.771 ; 17.173 ; 13.811 ; 30.984 ;; 357.644 ; 185.320 ; 542.964 ; 276.526 ; 154.887 ; 431.413 ; 81.118 ; 30.433 ; 111.551 
 080 ;EMILIA-ROMAGNA;036;MODENA;Montecreto;036024;; 2.881 ; 91 ; 2.972 ; 2.115 ; 77 ; 2.192 ; 766 ; 14 ; 780 ;; 11.362 ; 532 ; 11.894 ; 8.876 ; 463 ; 9.339 ; 2.486 ; 69 ; 2.555 
 080 ;EMILIA-ROMAGNA;036;MODENA;Montese;036026;; 919 ; 128 ; 1.047 ; 419 ; 72 ; 491 ; 500 ; 56 ; 556 ;; 5.047 ; 445 ; 5.492 ; 1.895 ; 186 ; 2.081 ; 3.152 ; 259 ; 3.411 
 080 ;EMILIA-ROMAGNA;036;MODENA;Nonantola;036027;; 1.693 ; 458 ; 2.151 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.343 ; 1.383 ; 5.726 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Pavullo nel Frignano;036030;; 3.432 ; 948 ; 4.380 ; 2.780 ; 786 ; 3.566 ; 652 ; 162 ; 814 ;; 15.673 ; 2.966 ; 18.639 ; 12.866 ; 1.958 ; 14.824 ; 2.807 ; 1.008 ; 3.815 
 080 ;EMILIA-ROMAGNA;036;MODENA;Pievepelago;036031;; 5.903 ; 334 ; 6.237 ; 3.356 ; 214 ; 3.570 ; 2.547 ; 120 ; 2.667 ;; 17.924 ; 512 ; 18.436 ; 9.213 ; 313 ; 9.526 ; 8.711 ; 199 ; 8.910 
 080 ;EMILIA-ROMAGNA;036;MODENA;Ravarino;036034;; 319 ; 15 ; 334 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 866 ; 441 ; 1.307 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Sassuolo;036040;; 15.938 ; 8.664 ; 24.602 ; 15.362 ; 8.386 ; 23.748 ; 576 ; 278 ; 854 ;; 31.583 ; 23.017 ; 54.600 ; 26.188 ; 22.618 ; 48.806 ; 5.395 ; 399 ; 5.794 
 080 ;EMILIA-ROMAGNA;036;MODENA;Savignano sul Panaro;036041;; 1.548 ; 369 ; 1.917 ; 1.190 ; 259 ; 1.449 ; 358 ; 110 ; 468 ;; 5.433 ; 1.594 ; 7.027 ; 4.578 ; 1.177 ; 5.755 ; 855 ; 417 ; 1.272 
 080 ;EMILIA-ROMAGNA;036;MODENA;Serramazzoni;036042;; 1.154 ; 248 ; 1.402 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.614 ; 1.108 ; 5.722 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Sestola;036043;; 17.469 ; 865 ; 18.334 ; 14.499 ; 767 ; 15.266 ; 2.970 ; 98 ; 3.068 ;; 51.594 ; 2.864 ; 54.458 ; 43.844 ; 2.594 ; 46.438 ; 7.750 ; 270 ; 8.020 
 080 ;EMILIA-ROMAGNA;036;MODENA;Soliera;036044;; 7.914 ; 1.290 ; 9.204 ; 7.698 ; 1.239 ; 8.937 ; 216 ; 51 ; 267 ;; 15.344 ; 3.713 ; 19.057 ; 14.597 ; 3.495 ; 18.092 ; 747 ; 218 ; 965 
 080 ;EMILIA-ROMAGNA;036;MODENA;Spilamberto;036045;; 2.041 ; 697 ; 2.738 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 5.436 ; 1.249 ; 6.685 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;Vignola;036046;; 5.850 ; 1.772 ; 7.622 ; 5.352 ; 1.741 ; 7.093 ; 498 ; 31 ; 529 ;; 8.916 ; 5.658 ; 14.574 ; 7.849 ; 5.589 ; 13.438 ; 1.067 ; 69 ; 1.136 
 080 ;EMILIA-ROMAGNA;036;MODENA;Zocca;036047;; 1.464 ; 805 ; 2.269 ; 205 ; 5 ; 210 ; 1.259 ; 800 ; 2.059 ;; 4.496 ; 2.753 ; 7.249 ; 849 ; 7 ; 856 ; 3.647 ; 2.746 ; 6.393 
 080 ;EMILIA-ROMAGNA;036;MODENA;Altri comuni della Provincia di MODENA; ;; 12.170 ; 2.698 ; 14.868 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 29.117 ; 6.570 ; 35.687 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;036;MODENA;; ;; 406.318 ; 185.939 ; 592.257 ; 358.671 ; 165.404 ; 524.075 ; 47.647 ; 20.535 ; 68.182 ;; 981.043 ; 432.985 ; 1.414.028 ; 791.002 ; 382.527 ; 1.173.529 ; 190.041 ; 50.458 ; 240.499 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Anzola dell'Emilia;037001;; 33.724 ; 6.063 ; 39.787 ; 33.282 ; 6.011 ; 39.293 ; 442 ; 52 ; 494 ;; 41.369 ; 9.069 ; 50.438 ; 40.289 ; 8.925 ; 49.214 ; 1.080 ; 144 ; 1.224 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Argelato;037002;; 1.247 ; 180 ; 1.427 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.985 ; 310 ; 3.295 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Bentivoglio;037005;; 23.094 ; 13.945 ; 37.039 ; 23.058 ; 13.939 ; 36.997 ; 36 ; 6 ; 42 ;; 37.197 ; 22.932 ; 60.129 ; 36.981 ; 22.911 ; 59.892 ; 216 ; 21 ; 237 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Bologna;037006;; 691.650 ; 594.747 ; 1.286.397 ; 651.255 ; 559.220 ; 1.210.475 ; 40.395 ; 35.527 ; 75.922 ;; 1.296.749 ; 1.290.373 ; 2.587.122 ; 1.141.364 ; 1.195.141 ; 2.336.505 ; 155.385 ; 95.232 ; 250.617 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Budrio;037008;; 1.118 ; 151 ; 1.269 ; 71 ; 11 ; 82 ; 1.047 ; 140 ; 1.187 ;; 2.543 ; 385 ; 2.928 ; 261 ; 26 ; 287 ; 2.282 ; 359 ; 2.641 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Calderara di Reno;037009;; 14.154 ; 18.753 ; 32.907 ; 13.055 ; 18.572 ; 31.627 ; 1.099 ; 181 ; 1.280 ;; 24.254 ; 24.107 ; 48.361 ; 21.549 ; 23.477 ; 45.026 ; 2.705 ; 630 ; 3.335 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Camugnano;037010;; 619 ; 27 ; 646 ; 407 ; 21 ; 428 ; 212 ; 6 ; 218 ;; 1.653 ; 44 ; 1.697 ; 1.361 ; 38 ; 1.399 ; 292 ; 6 ; 298 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Casalecchio di Reno;037011;; 12.857 ; 4.304 ; 17.161 ; 12.631 ; 4.254 ; 16.885 ; 226 ; 50 ; 276 ;; 20.451 ; 10.619 ; 31.070 ; 19.872 ; 10.446 ; 30.318 ; 579 ; 173 ; 752 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Castel del Rio;037014;; 1.441 ; 164 ; 1.605 ; 772 ; 110 ; 882 ; 669 ; 54 ; 723 ;; 6.039 ; 1.475 ; 7.514 ; 2.899 ; 1.006 ; 3.905 ; 3.140 ; 469 ; 3.609 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Castel Guelfo di Bologna;037016;; 554 ; 63 ; 617 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 963 ; 121 ; 1.084 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Castel Maggiore;037019;; 23.494 ; 18.326 ; 41.820 ; 22.955 ; 18.291 ; 41.246 ; 539 ; 35 ; 574 ;; 54.218 ; 29.382 ; 83.600 ; 51.772 ; 29.290 ; 81.062 ; 2.446 ; 92 ; 2.538 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Castel San Pietro Terme;037020;; 22.905 ; 22.016 ; 44.921 ; 22.163 ; 21.792 ; 43.955 ; 742 ; 224 ; 966 ;; 45.336 ; 43.699 ; 89.035 ; 43.806 ; 43.288 ; 87.094 ; 1.530 ; 411 ; 1.941 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Castenaso;037021;; 23.429 ; 45.057 ; 68.486 ; 21.774 ; 44.813 ; 66.587 ; 1.655 ; 244 ; 1.899 ;; 46.837 ; 65.118 ; 111.955 ; 42.351 ; 64.175 ; 106.526 ; 4.486 ; 943 ; 5.429 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Castiglione dei Pepoli;037022;; 1.503 ; 4.264 ; 5.767 ; 1.413 ; 4.255 ; 5.668 ; 90 ; 9 ; 99 ;; 2.984 ; 4.531 ; 7.515 ; 2.884 ; 4.516 ; 7.400 ; 100 ; 15 ; 115 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Dozza;037025;; 4.369 ; 1.997 ; 6.366 ; 3.974 ; 1.755 ; 5.729 ; 395 ; 242 ; 637 ;; 7.337 ; 5.259 ; 12.596 ; 6.502 ; 3.837 ; 10.339 ; 835 ; 1.422 ; 2.257 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Granarolo dell'Emilia;037030;; 3.165 ; 3.293 ; 6.458 ; 1.558 ; 3.080 ; 4.638 ; 1.607 ; 213 ; 1.820 ;; 10.799 ; 4.498 ; 15.297 ; 6.376 ; 3.963 ; 10.339 ; 4.423 ; 535 ; 4.958 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Grizzana Morandi;037031;; 432 ; 354 ; 786 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 862 ; 1.706 ; 2.568 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Imola;037032;; 55.808 ; 27.230 ; 83.038 ; 51.674 ; 27.040 ; 78.714 ; 4.134 ; 190 ; 4.324 ;; 128.217 ; 53.776 ; 181.993 ; 93.869 ; 52.866 ; 146.735 ; 34.348 ; 910 ; 35.258 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Lizzano in Belvedere;037033;; 8.897 ; 1.084 ; 9.981 ; 8.346 ; 1.084 ; 9.430 ; 551 ; -   ; 551 ;; 32.467 ; 4.032 ; 36.499 ; 31.043 ; 4.032 ; 35.075 ; 1.424 ; -   ; 1.424 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Loiano;037034;; 2.523 ; 927 ; 3.450 ; 2.419 ; 860 ; 3.279 ; 104 ; 67 ; 171 ;; 13.114 ; 3.666 ; 16.780 ; 11.263 ; 2.407 ; 13.670 ; 1.851 ; 1.259 ; 3.110 
 080 ;EMILIA-ROMAGNA;037;BOLOGNA;Malalbergo;037035;; 8.928 ; 540 ; 9.468 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 10.772 ; 1.188 ; 11.960 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
